Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
5;7;1;9147;1;40;0.11;1;37;37;9;9;0.11;0;0;0;1;0;0;0.23;0;0.1;0.15;0.15;0.13;0.10923076923076923;0.0;0.05;0.1;0.1;0.07;0.11142857142857142;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;17;1;9670;1;1;0.127;1;1;38;4;7;0.1256;0;0;1;1;0;1;0.18;0;0.0;0.06;0.07;0.01;0.14;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
1;43;1;9130;1;1;0.14;1;1;3;9;2;0.14;1;0;0;1;0;1;0.2;0;0.0;0.06;0.08;0.06;0.15625;0.0;0.0;0.06;0.08;0.06;0.15857142857142859;0.0;0.139;-0.03;0.079;2
1;39;1;9500;1;1;0.127;1;19;19;5;5;0.16;0;0;0;1;1;0;0.28;0;0.0;0.07;0.07;0.07;0.1452857142857143;0.0;0.0;0.08;0.11;0.08;0.15018181818181817;0.0;0.162;0.03;-0.092;2
1;1;1;9130;1;1;0.127;1;1;1;4;4;0.12040000000000001;1;0;0;1;0;0;0.18;0;0.0;0.06;0.09;0.06;0.15125;0.0;0.0;0.06;0.09;0.06;0.14;0.0;0.139;-0.03;0.079;2
1;17;3;9147;1;1;0.112;1;1;1;3;3;0.10640000000000001;1;0;0;1;1;0;0.19;0;0.0;0.05;0.07;0.05;0.102;0.0;0.0;0.05;0.06;0.04;0.105;0.0;0.124;0.05;0.179;2
1;1;1;171;1;1;0.14;1;19;37;5;6;0.1379;1;0;1;0;0;0;0.18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;43;1;9085;1;1;0.13;1;19;38;4;9;0.13;1;0;0;0;0;0;0.19;0;0.0;0.06;0.12;0.05;0.13;0.0;0.0;0.06;0.12;0.03;0.11666666666666665;0.0;0.139;-0.03;0.079;1
1;1;1;9773;1;1;0.108;1;34;38;0;3;0.10590000000000001;0;0;0;1;1;0;0.2;0;0.0;0.06;0.11;0.04;0.1075;0.0;0.0;0.06;0.13;0.02;0.1;0.0;0.076;0.26;0.032;0
1;44;1;9070;1;39;0.12;1;1;19;4;7;0.12;0;0;1;0;1;0;0.2;0;0.0;0.06;0.11;0.0;0.0;0.06;0.0;0.06;0.12;0.0;0.0;0.12;0.162;0.03;-0.092;0
1;1;1;9147;1;1;0.14;1;19;19;7;3;0.12;1;0;0;1;1;0;0.21;0;0.0;0.05;0.08;0.03;0.1;0.0;0.0;0.05;0.1;0.04;0.11;0.0;0.127;0.37;-0.16999999999999998;0
2;7;1;9147;1;3;0.12;1;37;37;9;9;0.12;0;0;0;1;0;0;0.33;0;0.03;0.08;0.09;0.05;0.126;0.02;0.02;0.07;0.13;0.05;0.1125;0.0;0.10800000000000001;0.13999999999999999;0.174;1
1;17;1;9254;1;1;0.125;1;19;19;7;5;0.118;1;0;0;1;0;1;0.19;0;0.0;0.06;0.1;0.04;0.1225;0.0;0.0;0.06;0.09;0.03;0.12333333333333334;0.0;0.094;-0.08;-0.312;2
4;39;1;9853;1;1;0.143;1;37;1;9;10;0.14;0;0;1;0;0;0;0.31;0;0.0;0.07;0.08;0.06;0.12666666666666665;0.0;0.0;0.07;0.09;0.05;0.126;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;17;1;9670;1;1;0.118;1;19;38;7;9;0.1135;1;0;0;1;0;1;0.19;0;0.0;0.06;0.09;0.05;0.135;0.0;0.0;0.06;0.06;0.06;0.14;0.0;0.124;0.05;0.179;2
1;1;3;9070;1;1;0.147;1;34;37;5;7;0.1358;1;0;0;1;0;0;0.2;0;0.0;0.06;0.06;0.06;0.13666666666666666;0.0;0.0;0.06;0.06;0.06;0.13333333333333333;0.0;0.094;-0.08;-0.312;2
1;43;1;9070;1;1;0.135;1;19;19;9;9;0.12279999999999999;1;0;0;1;1;1;0.2;0;0.0;0.06;0.08;0.03;0.11;0.0;0.0;0.06;0.08;0.02;0.11333333333333334;0.0;0.10800000000000001;0.13999999999999999;0.174;1
1;7;1;9147;1;3;0.13;1;37;37;9;9;0.13;0;0;0;1;0;0;0.25;0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;0
1;17;4;9773;1;1;0.127;1;1;19;4;1;0.1158;1;0;0;1;0;0;0.18;0;0.0;0.06;0.07;0.06;0.12571428571428572;0.0;0.0;0.06;0.06;0.06;0.13666666666666666;0.0;0.139;-0.03;0.079;2
2;7;1;9500;1;3;0.13;1;37;37;9;5;0.13;0;0;0;1;0;0;0.32;0;0.0;0.07;0.09;0.07;0.13761111111111113;0.0;0.01;0.08;0.11;0.07;0.12063750000000001;0.0;0.155;0.27999999999999997;-0.40599999999999997;1
1;17;1;9853;1;1;0.158;1;38;37;5;5;0.1402;1;0;0;1;0;0;0.18;0;0.0;0.06;0.09;0.05;0.11;0.0;0.0;0.06;0.09;0.04;0.1125;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;1;1;9238;1;1;0.142;1;1;38;5;7;0.1277;0;0;0;1;0;1;0.2;0;0.0;0.06;0.07;0.06;0.15;0.0;0.0;0.06;0.06;0.06;0.16333333333333333;0.0;0.139;-0.03;0.079;2
1;39;1;9085;1;1;0.1331;1;37;37;9;9;0.1482;1;0;1;1;0;0;0.27;0;0.0;0.06;0.11;0.06;0.12125;0.0;0.0;0.06;0.16;0.05;0.12;0.0;0.124;0.05;0.179;1
1;42;1;9500;1;1;0.15;1;19;1;9;3;0.11;1;0;0;1;1;1;0.33;0;0.06;0.14;0.2;0.14;0.13072857142857144;0.06;0.06;0.14;0.2;0.14;0.13072857142857144;0.06;0.094;-0.08;-0.312;2
1;44;1;9003;1;39;0.18;1;1;3;4;2;0.18;0;0;0;1;0;0;0.21;0;0.0;0.06;0.06;0.06;0.15833333333333333;0.0;0.0;0.06;0.08;0.06;0.155;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;1;3;171;1;1;0.137;1;1;3;5;2;0.13390000000000002;1;0;0;1;1;0;0.19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;2
1;17;4;9853;1;1;0.143;1;37;37;9;5;0.1273;1;0;0;1;0;0;0.18;0;0.0;0.06;0.07;0.05;0.11800000000000001;0.0;0.0;0.06;0.07;0.05;0.114;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;1;6;9500;1;1;0.141;1;19;1;9;10;0.1268;1;0;0;1;0;0;0.18;0;0.0;0.08;0.08;0.07;0.12944285714285714;0.0;0.0;0.08;0.08;0.07;0.12944285714285714;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;1;2;9085;1;1;0.13;1;1;38;5;5;0.12229999999999999;1;0;0;1;0;0;0.18;0;0.0;0.05;0.1;0.05;0.14333333333333334;0.02;0.0;0.05;0.08;0.05;0.13;0.01;0.094;-0.08;-0.312;2
2;39;1;9238;1;19;0.1331;1;37;37;9;9;0.13;1;0;0;1;0;0;0.31;0;0.0;0.06;0.11;0.0;0.0;0.0;0.0;0.05;0.1;0.0;0.0;0.0;0.094;-0.08;-0.312;1
1;17;1;9119;1;1;0.13;1;38;19;7;3;0.1199;1;0;1;1;1;0;0.2;0;0.0;0.05;0.05;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.0;0.05;0.094;-0.08;-0.312;0
1;17;3;9773;1;1;0.123;1;1;19;5;5;0.1174;1;0;0;1;0;1;0.18;0;0.0;0.06;0.06;0.06;0.125;0.0;0.0;0.06;0.06;0.06;0.13833333333333334;0.0;0.162;0.03;-0.092;2
1;17;1;9670;1;1;0.118;1;37;38;8;7;0.1152;1;0;0;1;0;1;0.21;0;0.0;0.05;0.07;0.03;0.12333333333333334;0.0;0.0;0.05;0.05;0.02;0.125;0.0;0.076;0.26;0.032;0
1;16;1;171;1;1;0.155;1;1;3;5;10;0.1673;1;0;0;1;1;0;0.19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;2
1;1;1;9147;1;1;0.13;1;19;19;9;7;0.1195;1;0;0;1;1;1;0.18;0;0.0;0.05;0.07;0.04;0.1125;0.0;0.0;0.05;0.06;0.04;0.1225;0.0;0.124;0.05;0.179;1
1;39;1;9254;1;19;0.1331;1;19;19;3;1;0.1015;0;0;1;0;1;0;0.34;0;0.0;0.06;0.06;0.0;0.0;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
1;18;2;9147;1;1;0.115;1;1;37;5;5;0.1087;1;0;0;1;0;0;0.21;0;0.0;0.05;0.08;0.03;0.12;0.01;0.0;0.05;0.09;0.03;0.12666666666666665;0.0;0.094;-0.08;-0.312;1
1;1;2;9147;1;1;0.12;1;19;19;9;7;0.1186;1;0;0;1;0;0;0.19;0;0.0;0.05;0.08;0.05;0.10800000000000001;0.0;0.0;0.05;0.09;0.04;0.1125;0.02;0.162;0.03;-0.092;2
1;43;2;9238;1;1;0.11;1;37;37;9;7;0.1125;1;0;0;1;0;1;0.53;0;0.04;0.07;0.16;0.06;0.11;0.0;0.02;0.07;0.09;0.07;0.11;0.0;0.094;-0.08;-0.312;2
1;1;5;9773;1;1;0.11;1;19;38;3;5;0.1174;1;0;0;1;0;0;0.2;0;0.0;0.06;0.07;0.06;0.13833333333333334;0.0;0.0;0.06;0.06;0.06;0.12833333333333333;0.0;0.111;0.06;0.202;2
2;43;1;9991;0;1;0.1;1;37;37;9;9;0.12819999999999998;0;0;0;1;1;0;0.46;0;0.06;0.1;0.13;0.09;0.122;0.0;0.04;0.1;0.12;0.1;0.128;0.0;0.076;0.26;0.032;2
1;1;3;9085;1;1;0.135;1;3;2;4;3;0.121;1;0;0;1;0;0;0.18;0;0.0;0.05;0.14;0.03;0.12333333333333334;0.02;0.0;0.05;0.08;0.05;0.11599999999999999;0.0;0.094;-0.08;-0.312;1
1;1;1;171;1;1;0.125;1;19;19;5;4;0.1362;1;0;1;1;1;0;0.21;0;0.06;0.12;0.12;0.11;0.11545454545454543;0.0;0.04;0.11;0.18;0.09;0.11699999999999999;0.01;0.08900000000000001;0.13999999999999999;0.351;1
1;39;1;9500;1;1;0.11;1;1;37;9;9;0.126;1;0;0;1;1;0;0.27;0;0.0;0.07;0.07;0.07;0.14085714285714285;0.0;0.0;0.07;0.07;0.07;0.14085714285714285;0.0;0.076;0.26;0.032;1
1;1;1;9773;1;1;0.128;1;1;19;9;7;0.1182;0;0;0;1;0;0;0.19;0;0.0;0.06;0.06;0.06;0.11666666666666665;0.0;0.0;0.06;0.06;0.06;0.115;0.0;0.127;0.37;-0.16999999999999998;2
1;7;1;9991;0;40;0.14;1;37;37;6;6;0.14;0;0;0;1;0;0;0.26;0;0.03;0.05;0.05;0.05;0.14;0.0;0.01;0.05;0.05;0.05;0.156;0.0;0.124;0.05;0.179;2
1;17;3;171;1;1;0.147;1;19;1;5;4;0.1376;1;0;0;1;0;1;0.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;2
1;1;1;9085;1;1;0.123;1;19;37;9;9;0.12409999999999999;1;0;0;1;0;1;0.2;0;0.0;0.05;0.13;0.05;0.14;0.02;0.0;0.05;0.1;0.03;0.12;0.01;0.094;-0.08;-0.312;2
1;1;1;9773;1;1;0.117;1;1;37;5;9;0.1184;0;0;0;1;1;1;0.19;0;0.0;0.06;0.08;0.06;0.11833333333333335;0.0;0.0;0.06;0.11;0.03;0.13;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;17;6;9147;1;1;0.118;1;37;1;9;7;0.117;1;0;0;0;1;0;0.23;0;0.0;0.05;0.09;0.03;0.1;0.01;0.0;0.05;0.09;0.03;0.12333333333333334;0.0;0.094;-0.08;-0.312;0
1;1;2;9773;1;1;0.128;1;34;19;3;0;0.141;1;0;0;0;0;0;0.2;0;0.0;0.06;0.1;0.04;0.12;0.0;0.0;0.06;0.15;0.03;0.10666666666666666;0.0;0.076;0.26;0.032;0
1;7;1;9500;1;3;0.12;1;1;1;7;10;0.12;1;0;0;0;1;0;0.23;0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;0
1;17;1;9670;1;1;0.1331;1;1;19;141;114;0.14;1;0;0;1;0;0;0.22;0;0.0;0.06;0.06;0.06;0.15166666666666667;0.0;0.0;0.06;0.06;0.06;0.16;0.0;0.139;-0.03;0.079;2
1;1;1;171;1;1;0.124;1;19;1;9;9;0.1212;1;0;0;1;1;0;0.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;1
2;7;1;9130;1;3;0.12;1;3;3;1;1;0.12819999999999998;0;0;0;1;0;0;0.33;0;0.01;0.05;0.11;0.02;0.115;0.01;0.01;0.05;0.08;0.02;0.12;0.0;0.094;-0.08;-0.312;0
1;1;1;171;1;1;0.137;1;19;19;5;5;0.1346;1;0;0;1;0;1;0.19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;1;1;9500;1;1;0.127;1;3;1;2;9;0.1193;1;0;0;1;0;0;0.2;0;0.0;0.07;0.07;0.07;0.14105714285714288;0.0;0.0;0.08;0.08;0.08;0.136625;0.0;0.111;0.06;0.202;2
1;17;1;9147;1;1;0.122;1;12;19;4;8;0.1178;1;0;0;1;0;0;0.2;0;0.0;0.05;0.1;0.05;0.135;0.0;0.0;0.05;0.08;0.05;0.12333333333333334;0.0;0.139;-0.03;0.079;2
1;1;1;9500;1;1;0.152;1;19;37;3;8;0.1569;0;0;0;1;0;1;0.18;0;0.0;0.07;0.1;0.07;0.14668;0.0;0.0;0.08;0.08;0.08;0.14633749999999998;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;17;1;9130;1;1;0.13;1;3;19;2;9;0.1159;0;0;0;1;0;0;0.18;0;0.0;0.05;0.14;0.02;0.12;0.02;0.0;0.05;0.06;0.05;0.126;0.0;0.094;-0.08;-0.312;2
1;15;1;9238;1;1;0.15;26;3;37;2;8;0.1325;1;0;0;0;0;0;0.2;1;0.0;0.06;0.09;0.05;0.13;0.0;0.0;0.06;0.07;0.06;0.135;0.0;0.139;-0.03;0.079;2
1;43;1;9254;1;6;0.1386;1;34;34;0;0;0.1386;1;0;0;1;1;0;0.2;0;0.0;0.06;0.1;0.04;0.115;0.0;0.0;0.06;0.11;0.03;0.11666666666666665;0.0;0.076;0.26;0.032;0
1;17;3;171;1;1;0.125;1;3;39;2;5;0.117;1;1;0;1;1;0;0.22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;1
1;1;1;9085;1;1;0.105;1;19;37;8;8;0.1026;0;1;0;1;0;0;0.21;0;0.0;0.06;0.13;0.04;0.12;0.0;0.0;0.06;0.17;0.02;0.115;0.0;0.111;0.06;0.202;1
2;39;1;9085;1;1;0.12;1;19;19;1;4;0.13;0;0;0;1;0;0;0.29;0;0.0;0.05;0.08;0.05;0.15333333333333335;0.02;0.0;0.05;0.06;0.05;0.154;0.0;0.094;-0.08;-0.312;0
1;1;1;9254;1;1;0.117;1;19;19;9;9;0.1163;1;0;0;1;0;0;0.24;0;0.0;0.06;0.09;0.04;0.126;0.0;0.0;0.06;0.06;0.04;0.115;0.0;0.127;0.37;-0.16999999999999998;0
1;39;1;9147;1;1;0.12;1;37;37;9;9;0.11;0;0;0;0;1;0;0.32;0;0.0;0.05;0.09;0.0;0.0;0.01;0.0;0.05;0.05;0.0;0.0;0.0;0.094;-0.08;-0.312;0
1;17;1;8014;0;1;0.141;1;34;34;0;0;0.1361;0;0;0;1;0;0;0.24;0;0.0;0.06;0.07;0.06;0.12833333333333333;0.0;0.0;0.06;0.08;0.06;0.12;0.0;0.076;0.26;0.032;2
1;44;1;9130;1;39;0.12;1;3;1;2;4;0.12;1;0;0;1;0;0;0.2;0;0.0;0.06;0.06;0.0;0.0;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.124;0.05;0.179;0
1;17;6;9670;1;1;0.125;1;38;1;9;7;0.125;1;0;0;1;1;0;0.2;0;0.0;0.06;0.08;0.04;0.1425;0.0;0.0;0.06;0.1;0.05;0.14;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;43;1;9119;1;1;0.146;1;3;1;2;3;0.1;0;0;0;1;1;0;0.18;0;0.0;0.05;0.09;0.04;0.1225;0.0;0.0;0.05;0.11;0.03;0.11666666666666665;0.0;0.139;-0.03;0.079;1
2;39;1;9991;0;1;0.1331;1;37;19;9;10;0.15;0;0;0;1;1;0;0.47;0;0.0;0.05;0.08;0.04;0.1;0.0;0.0;0.05;0.08;0.04;0.125;0.0;0.094;-0.08;-0.312;1
1;17;1;9254;1;1;0.128;1;19;38;9;9;0.1182;0;0;0;1;0;0;0.19;0;0.0;0.05;0.05;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;53;1;9085;1;42;0.14;1;1;1;5;5;0.1433;1;0;0;0;0;0;0.23;0;0.07;0.12;0.19;0.09;0.13666666666666666;0.0;0.04;0.09;0.15;0.06;0.135;0.0;0.08900000000000001;0.13999999999999999;0.351;1
1;43;1;8014;0;10;0.1;1;34;34;0;0;0.113;1;0;0;1;0;0;0.3;0;0.03;0.09;0.11;0.09;0.12666666666666665;0.0;0.02;0.07;0.07;0.07;0.12142857142857143;0.0;0.076;0.26;0.032;2
1;17;2;9254;1;1;0.107;1;12;19;5;5;0.1028;1;0;0;1;0;0;0.2;0;0.0;0.06;0.16;0.01;0.1;0.0;0.0;0.06;0.12;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;39;2;9991;0;1;0.1331;1;19;38;9;9;0.1025;0;0;0;0;1;0;0.27;0;0.0;0.05;0.1;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
1;1;6;9500;1;1;0.138;1;19;19;9;5;0.1248;1;0;0;1;0;0;0.18;0;0.0;0.08;0.08;0.07;0.13414285714285717;0.0;0.0;0.08;0.08;0.07;0.13414285714285717;0.0;0.127;0.37;-0.16999999999999998;0
1;1;2;9991;0;1;0.143;1;5;1;4;4;0.1315;0;0;0;1;1;0;0.19;0;0.0;0.05;0.11;0.04;0.11;0.0;0.0;0.05;0.08;0.04;0.1225;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
1;17;6;9147;1;1;0.145;1;37;37;9;9;0.132;1;0;0;1;0;0;0.19;0;0.0;0.05;0.07;0.04;0.125;0.0;0.0;0.05;0.08;0.04;0.1;0.01;0.076;0.26;0.032;2
1;1;2;9085;1;1;0.14;1;37;38;9;7;0.137;0;0;0;1;0;0;0.18;0;0.0;0.05;0.12;0.05;0.13142857142857142;0.02;0.0;0.05;0.06;0.05;0.114;0.0;0.094;-0.08;-0.312;2
1;1;1;9500;1;1;0.131;1;1;1;9;9;0.122;0;0;0;1;0;0;0.19;0;0.0;0.08;0.08;0.07;0.15;0.0;0.0;0.08;0.08;0.07;0.15;0.0;0.127;0.37;-0.16999999999999998;2
2;39;1;8014;0;19;0.1331;1;19;37;9;9;0.1515;0;0;1;0;1;0;0.45;0;0.0;0.06;0.07;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.0;0.0;0.162;0.03;-0.092;0
1;39;1;9500;1;3;0.13;1;2;2;1;1;0.13;0;0;0;1;0;0;0.29;0;0.01;0.08;0.08;0.07;0.14257142857142857;0.0;0.01;0.08;0.08;0.07;0.14257142857142857;0.0;0.127;0.37;-0.16999999999999998;2
1;1;1;171;1;1;0.168;1;38;37;9;8;0.1551;1;0;1;0;1;1;0.18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;2
1;39;1;8014;0;15;0.1331;1;34;34;0;0;0.1;1;0;0;0;0;0;0.37;0;0.0;0.05;0.09;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.0;0.05;0.094;-0.08;-0.312;0
1;1;3;9119;1;1;0.133;1;3;1;3;4;0.12179999999999999;1;0;0;1;1;0;0.18;0;0.0;0.05;0.09;0.04;0.12;0.0;0.0;0.05;0.1;0.02;0.11;0.0;0.08900000000000001;0.13999999999999999;0.351;1
1;15;1;9119;1;1;0.1331;41;1;3;5;8;0.1;0;0;1;1;1;0;0.21;1;0.0;0.05;0.05;0.0;0.0;0.0;0.0;0.06;0.08;0.0;0.0;0.0;0.111;0.06;0.202;0
1;18;1;9147;1;1;0.131;1;34;34;90;90;0.131;0;0;0;1;1;0;0.22;0;0.0;0.05;0.11;0.03;0.13666666666666666;0.0;0.0;0.05;0.1;0.03;0.11333333333333334;0.0;0.094;-0.08;-0.312;0
2;39;1;9773;1;1;0.1;1;37;37;9;9;0.133;0;0;0;1;1;0;0.47;0;0.0;0.06;0.08;0.05;0.114;0.0;0.0;0.06;0.1;0.06;0.11666666666666665;0.0;0.127;0.37;-0.16999999999999998;0
1;1;1;9130;1;1;0.133;1;3;1;2;4;0.126;0;0;0;1;1;0;0.18;0;0.0;0.05;0.07;0.03;0.13666666666666666;0.0;0.0;0.05;0.05;0.05;0.132;0.0;0.076;0.26;0.032;2
1;17;2;9254;1;1;0.123;1;37;37;7;7;0.1139;1;0;0;1;0;0;0.18;0;0.0;0.06;0.06;0.06;0.13166666666666665;0.0;0.0;0.06;0.06;0.06;0.12666666666666665;0.0;0.111;0.06;0.202;2
1;17;1;9238;1;1;0.144;1;3;1;2;3;0.1269;0;0;0;1;0;0;0.19;0;0.0;0.06;0.08;0.05;0.106;0.0;0.0;0.06;0.11;0.04;0.105;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;1;1;9238;1;1;0.1331;1;1;1;3;4;0.112;0;0;0;1;1;0;0.19;0;0.0;0.06;0.07;0.06;0.12166666666666666;0.0;0.0;0.06;0.06;0.06;0.12166666666666666;0.0;0.124;0.05;0.179;2
1;1;1;9853;1;1;0.132;1;2;19;4;4;0.125;1;0;0;1;0;0;0.18;0;0.0;0.06;0.09;0.05;0.126;0.0;0.0;0.06;0.08;0.05;0.114;0.0;0.094;-0.08;-0.312;1
1;17;1;171;1;1;0.129;1;38;37;4;6;0.128;0;0;0;0;1;0;0.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;0
5;39;1;9119;1;1;0.12;1;37;37;9;9;0.116;0;0;1;1;1;1;0.34;0;0.0;0.05;0.14;0.01;0.17;0.0;0.0;0.05;0.1;0.02;0.11;0.0;0.094;-0.08;-0.312;1
1;44;1;9085;1;39;0.14;1;1;19;9;9;0.14;1;0;0;1;0;0;0.2;0;0.01;0.06;0.13;0.06;0.12555555555555556;0.0;0.01;0.06;0.11;0.05;0.11800000000000001;0.0;0.162;0.03;-0.092;1
1;51;1;9773;1;1;0.135;1;1;42;5;3;0.11;1;0;0;1;1;0;0.23;0;0.0;0.06;0.07;0.06;0.13333333333333333;0.0;0.0;0.06;0.06;0.04;0.1275;0.0;0.111;0.06;0.202;2
1;17;1;9254;1;1;0.125;1;1;19;4;7;0.1166;0;0;0;1;1;1;0.19;0;0.0;0.06;0.08;0.05;0.12666666666666665;0.0;0.0;0.06;0.1;0.06;0.1285714285714286;0.0;0.162;0.03;-0.092;2
1;1;4;9119;1;1;0.12;1;3;1;123;152;0.1169;0;0;0;1;1;0;0.18;0;0.0;0.05;0.09;0.01;0.13;0.0;0.0;0.05;0.05;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;17;2;9500;1;1;0.138;1;1;38;5;8;0.1328;1;0;0;1;0;0;0.18;0;0.0;0.07;0.09;0.06;0.12385714285714286;0.0;0.0;0.08;0.09;0.08;0.13755555555555557;0.0;0.139;-0.03;0.079;2
1;17;1;9085;1;1;0.134;1;19;37;2;7;0.13119999999999998;0;0;0;1;0;0;0.19;0;0.0;0.05;0.08;0.01;0.11;0.0;0.0;0.05;0.06;0.05;0.11199999999999999;0.0;0.076;0.26;0.032;1
1;17;1;9853;1;1;0.16;1;1;38;4;10;0.1443;1;0;0;1;0;0;0.18;0;0.0;0.06;0.1;0.04;0.13;0.0;0.0;0.06;0.09;0.05;0.13666666666666666;0.0;0.094;-0.08;-0.312;2
2;39;1;8014;0;1;0.15;1;37;37;7;5;0.143;0;0;0;1;0;0;0.4;0;0.05;0.09;0.09;0.09;0.15888888888888889;0.0;0.03;0.07;0.07;0.07;0.14142857142857143;0.0;0.127;0.37;-0.16999999999999998;2
1;1;1;9773;1;1;0.15;1;19;38;9;5;0.143;0;0;0;1;0;0;0.18;0;0.0;0.06;0.06;0.05;0.13;0.0;0.0;0.06;0.06;0.06;0.13666666666666666;0.0;0.127;0.37;-0.16999999999999998;2
1;43;1;9130;1;1;0.125;1;39;3;3;2;0.125;1;0;0;1;0;0;0.21;0;0.0;0.05;0.06;0.0;0.0;0.05;0.0;0.05;0.06;0.04;0.1375;0.01;0.10800000000000001;0.13999999999999999;0.174;2
1;1;2;9500;1;1;0.099;1;1;3;5;10;0.1;1;0;0;1;1;0;0.19;0;0.0;0.07;0.09;0.07;0.11975;0.0;0.0;0.08;0.09;0.07;0.1312857142857143;0.0;0.139;-0.03;0.079;2
1;17;1;171;1;1;0.125;1;1;1;7;3;0.1439;1;0;0;1;0;0;0.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;1
1;1;1;171;1;1;0.116;1;38;1;5;1;0.11109999999999999;0;0;0;1;1;0;0.21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;0
1;1;1;9085;1;1;0.13;1;9;19;4;1;0.13419999999999999;1;0;0;1;0;0;0.2;0;0.0;0.05;0.13;0.0;0.0;0.05;0.0;0.05;0.05;0.0;0.0;0.05;0.094;-0.08;-0.312;0
1;1;3;9500;1;1;0.136;1;1;19;4;9;0.1311;1;0;0;1;0;0;0.19;0;0.0;0.07;0.09;0.06;0.13411428571428574;0.0;0.0;0.08;0.12;0.07;0.13294444444444445;0.0;0.155;0.27999999999999997;-0.40599999999999997;1
1;1;1;9670;1;1;0.124;1;19;37;5;7;0.1191;0;0;0;1;1;1;0.2;0;0.0;0.05;0.07;0.04;0.11;0.0;0.0;0.05;0.07;0.04;0.115;0.0;0.094;-0.08;-0.312;2
1;17;5;9085;1;1;0.118;1;1;38;4;7;0.1222;1;0;0;1;0;1;0.2;0;0.0;0.06;0.07;0.06;0.15428571428571428;0.0;0.0;0.06;0.07;0.06;0.135;0.0;0.139;-0.03;0.079;2
